productid,product_brand,product_name,product_category,price_inr,discount_price,percentage,currency,delivery_options,expiration_date,packaging_type,country_origin,image_url,description_1,description_2,customer_review1,customer_reviewer1,customer_review2,customer_reviewer2,customer_review3,customer_reviewer3,customer_review4,customer_reviewer4,available_size1,available_size2,available_size3,available_size4,additional_feature2,additional_feature3,additional_feature1,npk_ratio
1037,EcoFert,DAP (Di-Ammonium Phosphate),Organic Fertilizer,432,403,7,INR,Same Day Delivery,09-11-2026,Canister,India,http://drive.google.com/thumbnail?id=1FnyMKD931WHulGbl8R_PI7y9u0PNFQWT&sz=s403,"DAP (Di-Ammonium Phosphate) boosts soil health, creating a perfect environment for growth.","Ensure vibrant plant life with DAP (Di-Ammonium Phosphate), offering superior nutrient absorption and growth acceleration.","Good quality fertilizer, improved soil health significantly.",Ramesh,"Easy to use, results are visible within weeks.",Pooja,"Would buy again, very satisfied.",Aditi,"Good value for money, effective results.",Anil,250grms,750grms,2kgs,5kg,"Enhances soil structure, improving root growth and overall plant health.","Rapidly provides essential nutrients, ensuring immediate nourishment for plants.","Give your plants a boost with DAP (Di-Ammonium Phosphate), enhancing overall plant vitality.",22:09:03
1038,GreenGrow,Micronutrient Mix,Bio-Fertilizer,359,293,20,INR,Same Day Delivery,15-05-2025,Bag,India,http://drive.google.com/thumbnail?id=18U_um10y6uJa2mtE9pScTB_4K1HtHEde&sz=s403,"Micronutrient Mix boosts soil health, creating a perfect environment for growth.","Ensure vibrant plant life with Micronutrient Mix, offering superior nutrient absorption and growth acceleration.","Highly effective for my garden, plants are thriving!",Venkat,Noticeable improvement in soil fertility.,Vikram,"Good value for money, effective results.",Anil,"Easy to use, results are visible within weeks.",Lakshmi,250grms,750grms,2kgs,5kg,Improves soil aeration and water retention.,"Ideal for all plant types, including flowers, vegetables, and lawns.","Micronutrient Mix guarantees optimal nutrient release, keeping plants healthy for weeks.",20:06:04
1039,GreenGrow,Seaweed Extract Fertilizer,Bio-Fertilizer,921,859,7,INR,Standard Delivery,28-08-2026,Canister,India,http://drive.google.com/thumbnail?id=1JXRuJNgBlY6jMbGR17xnUCVs8j-Qlixi&sz=s403,"Get exceptional growth with Seaweed Extract Fertilizer, your plants' best ally.","Ensure vibrant plant life with Seaweed Extract Fertilizer, offering superior nutrient absorption and growth acceleration.","Good quality fertilizer, improved soil health significantly.",Pooja,"Easy to use, results are visible within weeks.",Neha,"Would buy again, very satisfied.",Divya,"Good value for money, effective results.",Jagadeesh,250grms,750grms,2kgs,5kg,Enhances root growth and strengthens plant immunity.,Enriched with essential nutrients for faster growth.,"Give your plants a boost with Seaweed Extract Fertilizer, enhancing overall plant vitality.",22:08:03
1040,CropMax,Seaweed Extract Fertilizer,Bio-Fertilizer,895,853,5,INR,Same Day Delivery,12-08-2026,Bag,India,http://drive.google.com/thumbnail?id=1f6BxvbmPnts6FCeaJJJORLFFR3msYwYo&sz=s403,Give your plants the nourishment they deserve with Seaweed Extract Fertilizer.,"Ensure vibrant plant life with Seaweed Extract Fertilizer, offering superior nutrient absorption and growth acceleration.","Highly effective for my garden, plants are thriving!",Lakshmi,"Good quality fertilizer, improved soil health significantly.",Sonal,Boosted plant growth significantly.,Aditi,"Worked wonders for my plants, great quality.",Aditi,250grms,750grms,2kgs,5kg,Enriched with essential nutrients for faster growth.,"Maintains effectiveness for longer periods, ensuring durability in storage.","Formulated for Seaweed Extract Fertilizer, enhancing your soil's fertility and plant resilience.",18:06:04
1041,GreenGrow,Liquid Plant Tonic,Organic Fertilizer,395,330,18,INR,Same Day Delivery,23-12-2026,Bag,India,http://drive.google.com/thumbnail?id=11HuUO7ZRK1MVVsCL3GVpooloURX6lEPT&sz=s404,"Liquid Plant Tonic boosts soil health, creating a perfect environment for growth.","Ensure vibrant plant life with Liquid Plant Tonic, offering superior nutrient absorption and growth acceleration.","Easy to use, results are visible within weeks.",Ramesh,"Good quality fertilizer, improved soil health significantly.",Sonal,"Highly effective for my garden, plants are thriving!",Priya,"Excellent product, highly recommended!",Aditi,250grms,500g,2kgs,5kg,Enriched with essential nutrients for faster growth.,"Ideal for all plant types, including flowers, vegetables, and lawns.","With Liquid Plant Tonic, enjoy healthier plants with faster root development.",15:08:05
1042,GreenGrow,Neem Cake Fertilizer,Organic Fertilizer,901,807,11,INR,Free Shipping,04-08-2025,Bag,India,http://drive.google.com/thumbnail?id=1lvjqmC5BCAYvc2sbGax-5FdYH3qumeTK&sz=s404,"Maximize your garden's potential with Neem Cake Fertilizer, specially formulated for robust development.","Ensure vibrant plant life with Neem Cake Fertilizer, offering superior nutrient absorption and growth acceleration.","Good quality fertilizer, improved soil health significantly.",Kiran,Noticeable improvement in soil fertility.,Meghana,"Worked wonders for my plants, great quality.",Anjali,Noticeable improvement in soil fertility.,Rajesh,250grms,750grms,2kgs,5kg,Enriched with essential nutrients for faster growth.,"Ideal for all plant types, including flowers, vegetables, and lawns.","With Neem Cake Fertilizer, enjoy healthier plants with faster root development.",18:10:06
1043,GreenGrow,Nitrogen Booster,Chemical Fertilizer,645,618,4,INR,Same Day Delivery,14-01-2025,Bottle,India,http://drive.google.com/thumbnail?id=1xroAitooZ6MRR4oY1QV9kRgmuOBAxQqJ&sz=s404,"Get exceptional growth with Nitrogen Booster, your plants' best ally.","Ensure vibrant plant life with Nitrogen Booster, offering superior nutrient absorption and growth acceleration.","Easy to use, results are visible within weeks.",Venkat,"Highly effective for my garden, plants are thriving!",Amit,"Excellent product, highly recommended!",Rajesh,"Good quality fertilizer, improved soil health significantly.",Priya,250grms,750grms,2kgs,5kg,Improves soil aeration and water retention.,"Enhances soil structure, improving root growth and overall plant health.","Formulated for Nitrogen Booster, enhancing your soil's fertility and plant resilience.",18:08:03
1044,EcoFert,Seaweed Extract Fertilizer,Chemical Fertilizer,886,837,6,INR,Standard Delivery,17-06-2026,Canister,India,http://drive.google.com/thumbnail?id=1wfheZW3YKRy_r7TjjNLsFNYOXdMJxx1G&sz=s404,"Maximize your garden's potential with Seaweed Extract Fertilizer, specially formulated for robust development.","Ensure vibrant plant life with Seaweed Extract Fertilizer, offering superior nutrient absorption and growth acceleration.","Highly effective for my garden, plants are thriving!",Kiran,"Good quality fertilizer, improved soil health significantly.",Lakshmi,Plants look greener and healthier now.,Rajesh,"Good value for money, effective results.",Rohan,250grms,750grms,2kgs,5kg,"Ideal for all plant types, including flowers, vegetables, and lawns.",Enriched with essential nutrients for faster growth.,"With Seaweed Extract Fertilizer, enjoy healthier plants with faster root development.",16:06:04
1045,SoilSaver,Seaweed Extract Fertilizer,Chemical Fertilizer,429,335,25,INR,Free Shipping,02-03-2026,Bag,India,http://drive.google.com/thumbnail?id=12c6_lgOQ6dMqvwWBcWfqGM7vvz_x7Bg5&sz=s404,"Seaweed Extract Fertilizer boosts soil health, creating a perfect environment for growth.","Ensure vibrant plant life with Seaweed Extract Fertilizer, offering superior nutrient absorption and growth acceleration.","Highly effective for my garden, plants are thriving!",Pooja,"Impressive results, easy to apply.",Rajesh,"Easy to use, results are visible within weeks.",Harini,Plants look greener and healthier now.,Neha,250grms,500g,2kgs,5kg,Enriched with essential nutrients for faster growth.,Enhances root growth and strengthens plant immunity.,"Give your plants a boost with Seaweed Extract Fertilizer, enhancing overall plant vitality.",20:10:05
1046,EcoFert,Potash Boost,Bio-Fertilizer,556,491,12,INR,Standard Delivery,23-02-2026,Canister,India,http://drive.google.com/thumbnail?id=1xP1TzZ95QxJ_k6aMYCjSCgSAFQdhWOCm&sz=s404,"Get exceptional growth with Potash Boost, your plants' best ally.","Ensure vibrant plant life with Potash Boost, offering superior nutrient absorption and growth acceleration.","Easy to use, results are visible within weeks.",Neha,"Good quality fertilizer, improved soil health significantly.",Deepak,"Good value for money, effective results.",Anjali,Noticeable improvement in soil fertility.,Meghana,250grms,500g,2kgs,5kg,"Safe for plants, pets, and children with natural, non-toxic ingredients.","Enhances soil structure, improving root growth and overall plant health.","Formulated for Potash Boost, enhancing your soil's fertility and plant resilience.",15:06:05
1047,CropMax,Bio Phosphate,Organic Fertilizer,773,676,13,INR,Free Shipping,29-11-2026,Canister,India,http://drive.google.com/thumbnail?id=1WSWMJq2L2PaaOQ73WtquciIvq6FUbdmC&sz=s404,"Maximize your garden's potential with Bio Phosphate, specially formulated for robust development.","Ensure vibrant plant life with Bio Phosphate, offering superior nutrient absorption and growth acceleration.","Highly effective for my garden, plants are thriving!",Deepak,"Better than expected, highly effective.",Rajesh,"Easy to use, results are visible within weeks.",Sanjeev,"Good quality fertilizer, improved soil health significantly.",Amit,250grms,750grms,2kgs,5kg,Enriched with essential nutrients for faster growth.,Enhances root growth and strengthens plant immunity.,"With Bio Phosphate, enjoy healthier plants with faster root development.",18:07:04
1048,SoilSaver,Potash Boost,Chemical Fertilizer,768,713,7,INR,Free Shipping,13-10-2026,Bag,India,http://drive.google.com/thumbnail?id=1hxCq3lpbplBATYcIDdAouCyVMEzpCahU&sz=s404,"Maximize your garden's potential with Potash Boost, specially formulated for robust development.","Ensure vibrant plant life with Potash Boost, offering superior nutrient absorption and growth acceleration.","Good quality fertilizer, improved soil health significantly.",Manish,"Easy to use, results are visible within weeks.",Sanjeev,Boosted plant growth significantly.,Thanuja,"Worked wonders for my plants, great quality.",Rajesh,250grms,750grms,1kg,5kg,Enriched with essential nutrients for faster growth.,"Enhances soil structure, improving root growth and overall plant health.","With Potash Boost, enjoy healthier plants with faster root development.",20:10:05
1049,AgriBoost,Nitrogen Booster,Bio-Fertilizer,910,865,5,INR,Free Shipping,16-10-2026,Bottle,India,http://drive.google.com/thumbnail?id=1hT4iFMOa0qLpdHWcIle9xFDpg2zCqPjX&sz=s404,"Nitrogen Booster boosts soil health, creating a perfect environment for growth.","Ensure vibrant plant life with Nitrogen Booster, offering superior nutrient absorption and growth acceleration.","Highly effective for my garden, plants are thriving!",Harini,"Easy to use, results are visible within weeks.",Pooja,"Better than expected, highly effective.",Anil,"Worked wonders for my plants, great quality.",Neha,250grms,750grms,1kg,5kg,Enriched with essential nutrients for faster growth.,Improves soil aeration and water retention.,"Give your plants a boost with Nitrogen Booster, enhancing overall plant vitality.",18:07:03
1050,SoilSaver,DAP (Di-Ammonium Phosphate),Bio-Fertilizer,389,293,28,INR,Free Shipping,18-09-2026,Canister,India,http://drive.google.com/thumbnail?id=1tFxai4MJDXr54F1KpTb_mpI9Tbs8oKwK&sz=s404,"Get exceptional growth with DAP (Di-Ammonium Phosphate), your plants' best ally.","Ensure vibrant plant life with DAP (Di-Ammonium Phosphate), offering superior nutrient absorption and growth acceleration.","Highly effective for my garden, plants are thriving!",Deepak,"Easy to use, results are visible within weeks.",Venkat,Plants look greener and healthier now.,Neha,"Good quality fertilizer, improved soil health significantly.",Amit,250grms,750grms,2kgs,5kg,Enriched with essential nutrients for faster growth.,Improves soil aeration and water retention.,"Formulated for DAP (Di-Ammonium Phosphate), enhancing your soil's fertility and plant resilience.",15:08:04
1051,SoilSaver,Neem Cake Fertilizer,Chemical Fertilizer,646,585,10,INR,Same Day Delivery,09-10-2025,Bag,India,http://drive.google.com/thumbnail?id=1_w0CHvZsSxCqzAw3tDrmLdJyM5P-Zhkg&sz=s405,"Maximize your garden's potential with Neem Cake Fertilizer, specially formulated for robust development.","Ensure vibrant plant life with Neem Cake Fertilizer, offering superior nutrient absorption and growth acceleration.","Good quality fertilizer, improved soil health significantly.",Venkat,"Easy to use, results are visible within weeks.",Priya,Plants look greener and healthier now.,Aditi,"Highly effective for my garden, plants are thriving!",Sonal,250grms,750grms,2kgs,5kg,Enriched with essential nutrients for faster growth.,"Enhances soil structure, improving root growth and overall plant health.","Formulated for Neem Cake Fertilizer, enhancing your soil's fertility and plant resilience.",15:08:06
1052,CropMax,Bio Phosphate,Chemical Fertilizer,334,283,17,INR,Standard Delivery,07-08-2025,Bottle,India,http://drive.google.com/thumbnail?id=1I0z0It8_JzGpbtpZcWg3ExHrhgHy2LMu&sz=s405,"Get exceptional growth with Bio Phosphate, your plants' best ally.","Ensure vibrant plant life with Bio Phosphate, offering superior nutrient absorption and growth acceleration.","Good quality fertilizer, improved soil health significantly.",Manish,"Worked wonders for my plants, great quality.",Meera,"Highly effective for my garden, plants are thriving!",Suresh,Plants look greener and healthier now.,Kunal,250grms,750grms,2kgs,5kg,Improves soil aeration and water retention.,Enhances root growth and strengthens plant immunity.,"Formulated for Bio Phosphate, enhancing your soil's fertility and plant resilience.",18:06:04
1053,CropMax,Seaweed Extract Fertilizer,Chemical Fertilizer,834,784,6,INR,Standard Delivery,31-10-2026,Bag,India,http://drive.google.com/thumbnail?id=1UU2tJfuUtcgB8sZKGOjCWjmR1Vq5DGne&sz=s405,"Maximize your garden's potential with Seaweed Extract Fertilizer, specially formulated for robust development.","Ensure vibrant plant life with Seaweed Extract Fertilizer, offering superior nutrient absorption and growth acceleration.","Good quality fertilizer, improved soil health significantly.",Lakshmi,"Highly effective for my garden, plants are thriving!",Ananya,Noticeable improvement in soil fertility.,Rajesh,"Easy to use, results are visible within weeks.",Manish,250grms,750grms,1kg,5kg,Enhances root growth and strengthens plant immunity.,Enriched with essential nutrients for faster growth.,"With Seaweed Extract Fertilizer, enjoy healthier plants with faster root development.",15:08:04
